"Age","Sex","Education","Veg","Fruit","Year","BMI"
39,"Male","Other school level","Yes","No","2009",29.6899609296821
33,"Female","Standard grade or equiv","Yes","Yes","2009",51.5516245899663
41,"Male","Higher grade or equiv","Yes","Yes","2009",22.8711568534248
41,"Male","HNC/D or equiv","Yes","No","2009",25.5062499520415
46,"Female","Degree or higher","Yes","Yes","2009",30.7766655817028
53,"Female","HNC/D or equiv","Yes","Yes","2009",34.4131956805506
56,"Male","Degree or higher","Yes","Yes","2009",39.4538962402857
40,"Female","Standard grade or equiv","Yes","Yes","2009",31.1954156585511
53,"Female","No qualifications","Yes","Yes","2009",32.7853856356963
64,"Male","No qualifications","Yes","No","2009",28.2505492285548
27,"Male","No qualifications","Yes","No","2009",25.6695764519885
51,"Male","No qualifications","No","No","2009",27.3814242304135
19,"Female","Standard grade or equiv","No","No","2009",37.02047261343
50,"Female","Higher grade or equiv","Yes","Yes","2009",23.6219636487175
53,"Male","No qualifications","Yes","No","2009",30.9968617340416
37,"Female","HNC/D or equiv","Yes","Yes","2009",30.8241917534065
61,"Female","No qualifications","No","No","2009",40.9808073219042
25,"Female","Degree or higher","No","Yes","2009",24.0806394160052
77,"Male","No qualifications","Yes","Yes","2009",27.1142785043639
63,"Female","No qualifications","Yes","Yes","2009",20.8843485358637
61,"Male","No qualifications","Yes","Yes","2009",32.1264172779562
35,"Female","No qualifications","Yes","Yes","2009",30.2659416620284
30,"Female","Standard grade or equiv","No","Yes","2009",17.0752012382086
29,"Male","Standard grade or equiv","No","Yes","2009",31.630236032501
89,"Male","No qualifications","Yes","Yes","2009",25.8177150694165
37,"Female","Degree or higher","Yes","Yes","2009",26.0774066268013
65,"Male","Degree or higher","Yes","Yes","2009",25.672361200701
64,"Female","Standard grade or equiv","Yes","Yes","2009",24.6831955922865
63,"Male","HNC/D or equiv","Yes","Yes","2009",32.7398116109189
72,"Female","No qualifications","Yes","No","2009",33.1168714065326
75,"Male","Degree or higher","Yes","No","2009",28.0894178534668
47,"Male","Standard grade or equiv","No","No","2009",23.6409924641159
47,"Female","Degree or higher","No","Yes","2009",29.4160429263533
42,"Male","Degree or higher","Yes","Yes","2009",23.4497893662572
44,"Female","Degree or higher","Yes","Yes","2009",26.7629762102232
45,"Female","Degree or higher","Yes","Yes","2009",23.839313615973
47,"Male","Degree or higher","Yes","No","2009",28.5929351205906
50,"Male","Standard grade or equiv","Yes","No","2009",34.0600713721713
45,"Female","No qualifications","Yes","No","2009",29.1276400367309
21,"Male","HNC/D or equiv","Yes","No","2009",25.2154857560263
44,"Male","Degree or higher","Yes","No","2009",22.2668947462614
30,"Male","Degree or higher","No","Yes","2009",21.0600146599583
31,"Female","Degree or higher","Yes","Yes","2009",18.9306602253018
60,"Male","Standard grade or equiv","Yes","Yes","2009",25.236032460489
64,"Female","Other school level","Yes","Yes","2009",23.6703388980586
29,"Male","Degree or higher","No","Yes","2009",27.6854161533329
58,"Female","Standard grade or equiv","Yes","Yes","2009",25.7606043617927
21,"Male","Standard grade or equiv","Yes","Yes","2009",28.2151630807338
62,"Male","No qualifications","Yes","No","2009",31.7722135092748
69,"Male","No qualifications","Yes","Yes","2009",26.4327634833563
63,"Female","No qualifications","Yes","Yes","2009",26.88289685095
41,"Female","Degree or higher","Yes","Yes","2009",31.5814716323446
40,"Male","Degree or higher","Yes","Yes","2009",27.9560838634159
36,"Female","Degree or higher","Yes","Yes","2009",23.9223957481929
84,"Female","No qualifications","No","Yes","2009",32.2174803839301
43,"Female","Higher grade or equiv","Yes","Yes","2009",24.9984793209909
43,"Female","Degree or higher","Yes","Yes","2009",22.5754700286434
63,"Male","Other school level","Yes","Yes","2009",30.8087857576497
59,"Female","No qualifications","Yes","Yes","2009",31.1468078557459
34,"Male","Standard grade or equiv","No","Yes","2009",28.2820018498769
33,"Female","Degree or higher","No","No","2009",22.5399523506168
26,"Female","Standard grade or equiv","No","No","2009",27.9920859821589
31,"Female","Standard grade or equiv","Yes","No","2009",26.9491856975781
31,"Male","No qualifications","No","No","2009",30.741100179877
81,"Female","HNC/D or equiv","Yes","Yes","2009",30.3384030903781
36,"Female","Standard grade or equiv","No","Yes","2009",29.971431486583
31,"Male","Degree or higher","Yes","Yes","2009",26.1526040435765
26,"Female","Degree or higher","Yes","Yes","2009",28.8569113845916
47,"Female","Higher grade or equiv","Yes","No","2009",27.9605263157895
72,"Female","No qualifications","Yes","Yes","2009",28.1140168031322
78,"Female","No qualifications","Yes","Yes","2009",40.726753247567
81,"Male","Other school level","Yes","Yes","2009",18.7160712031309
65,"Female","HNC/D or equiv","Yes","No","2009",26.6135060288207
78,"Female","Other school level","Yes","No","2009",34.9304231408982
75,"Male","No qualifications","Yes","No","2009",33.3884297520661
72,"Female","Other school level","Yes","No","2009",39.417273673257
73,"Female","Other school level","Yes","Yes","2009",23.4486160702301
69,"Male","No qualifications","Yes","Yes","2009",25.9937804218497
24,"Female","HNC/D or equiv","Yes","Yes","2009",22.0164894825888
67,"Female","Other school level","No","Yes","2009",29.0447637434717
31,"Male","Degree or higher","Yes","Yes","2009",21.8579234972678
79,"Female","No qualifications","Yes","No","2009",21.6502497879159
74,"Female","Other school level","Yes","Yes","2009",20.5831264553547
47,"Female","Standard grade or equiv","Yes","Yes","2009",25.6073541728035
20,"Male","Higher grade or equiv","Yes","Yes","2009",20.7638052268554
51,"Male","Higher grade or equiv","Yes","No","2009",37.3350482997138
58,"Male","Other school level","Yes","No","2009",27.3682722719733
58,"Female","Other school level","Yes","Yes","2009",26.4048152380056
65,"Male","Other school level","Yes","Yes","2009",30.8573160171027
59,"Female","No qualifications","Yes","No","2009",22.7278832599773
33,"Female","Standard grade or equiv","Yes","Yes","2009",20.1147369479723
48,"Male","Standard grade or equiv","No","No","2009",24.2606354399966
79,"Female","No qualifications","Yes","Yes","2009",24.5243834987425
58,"Female","Other school level","Yes","No","2009",22.8952073356087
63,"Female","No qualifications","Yes","No","2009",26.3576788704443
41,"Female","Degree or higher","Yes","No","2009",23.6189874591797
65,"Female","No qualifications","No","No","2009",31.7637317665869
67,"Male","No qualifications","No","Yes","2009",36.6840712956956
36,"Female","Standard grade or equiv","No","No","2009",41.2414965986395
79,"Female","Higher grade or equiv","No","No","2009",30.5836820284524
26,"Male","Standard grade or equiv","Yes","No","2009",35.1392845707342
41,"Female","Standard grade or equiv","Yes","Yes","2009",31.1828428577694
43,"Female","Standard grade or equiv","Yes","Yes","2009",34.6883899203816
68,"Male","No qualifications","Yes","Yes","2009",28.6430251936085
67,"Male","No qualifications","Yes","Yes","2009",32.5135616665446
63,"Male","Standard grade or equiv","Yes","Yes","2009",39.8176396241946
57,"Female","Standard grade or equiv","Yes","Yes","2009",27.6784461011624
33,"Female","Degree or higher","Yes","No","2009",22.6386671255522
40,"Male","Standard grade or equiv","Yes","Yes","2009",28.3768353651298
68,"Female","Degree or higher","Yes","Yes","2009",33.5043405330632
60,"Female","Standard grade or equiv","Yes","No","2009",32.0099660465717
65,"Male","Degree or higher","Yes","Yes","2009",26.7319527132424
44,"Male","Standard grade or equiv","Yes","No","2009",30.6470865462983
36,"Female","Standard grade or equiv","Yes","No","2009",29.7559968946846
63,"Female","Degree or higher","Yes","Yes","2009",23.1411872295296
26,"Female","Higher grade or equiv","Yes","Yes","2009",20.8720716910964
37,"Female","HNC/D or equiv","No","Yes","2009",28.0541722010065
84,"Male","Standard grade or equiv","No","Yes","2009",29.6549347520235
74,"Female","No qualifications","Yes","Yes","2009",30.9103400585382
70,"Female","No qualifications","Yes","Yes","2009",25.9526452998702
41,"Female","HNC/D or equiv","Yes","Yes","2009",33.0693849133129
69,"Female","No qualifications","No","Yes","2009",27.7704335308936
54,"Female","No qualifications","Yes","No","2009",24.4891857981805
54,"Male","No qualifications","Yes","Yes","2009",35.2319314950737
55,"Female","Higher grade or equiv","Yes","No","2009",29.6452056981206
38,"Female","Degree or higher","Yes","Yes","2009",27.8458453998663
56,"Male","No qualifications","No","Yes","2009",26.9835972028574
51,"Male","Higher grade or equiv","Yes","No","2009",31.4940791131267
31,"Female","Degree or higher","Yes","Yes","2009",22.7456076213928
52,"Male","Standard grade or equiv","Yes","Yes","2009",27.9278019825854
58,"Female","No qualifications","Yes","No","2009",21.0952035234064
43,"Male","Standard grade or equiv","Yes","No","2009",20.9919073360475
53,"Male","No qualifications","Yes","No","2009",24.6433691282613
64,"Female","Other school level","Yes","Yes","2009",26.7243965650762
62,"Female","No qualifications","No","Yes","2009",46.7563097985563
48,"Female","Standard grade or equiv","Yes","No","2009",24.5441700660535
53,"Female","No qualifications","Yes","Yes","2009",33.1482525106013
18,"Female","Higher grade or equiv","Yes","Yes","2009",25.0461764646585
61,"Male","Higher grade or equiv","Yes","Yes","2009",24.0983359271237
65,"Female","No qualifications","No","No","2009",31.5532790902853
58,"Female","Degree or higher","Yes","Yes","2009",25.7648283038502
61,"Female","Degree or higher","Yes","Yes","2009",24.6446008848086
33,"Male","HNC/D or equiv","Yes","No","2009",32.5925925925926
42,"Female","Higher grade or equiv","Yes","No","2009",17.571088689466
56,"Female","Standard grade or equiv","Yes","Yes","2009",25.426428781492
55,"Male","Degree or higher","Yes","No","2009",26.1545464094394
81,"Female","Degree or higher","No","Yes","2009",26.3629840060623
73,"Female","No qualifications","No","Yes","2009",29.8246261644608
66,"Male","Higher grade or equiv","Yes","Yes","2009",26.3015430238574
48,"Female","Degree or higher","Yes","Yes","2009",26.0223475895543
57,"Male","Degree or higher","Yes","Yes","2009",31.9673469387755
72,"Female","Other school level","No","Yes","2009",31.6623613963976
75,"Male","Other school level","No","Yes","2009",27.6814795569625
58,"Female","Degree or higher","Yes","Yes","2009",24.1545098116717
64,"Female","HNC/D or equiv","Yes","No","2009",31.1315412352071
68,"Male","Degree or higher","Yes","No","2009",23.0108759306238
60,"Female","No qualifications","Yes","No","2009",22.6121622063196
51,"Female","Degree or higher","Yes","Yes","2009",28.0273960839566
18,"Female","Higher grade or equiv","Yes","Yes","2009",24.0067395607503
46,"Male","Degree or higher","Yes","Yes","2009",30.6050550497357
40,"Female","Degree or higher","Yes","Yes","2009",31.2583198705341
58,"Male","Degree or higher","Yes","Yes","2009",28.0934077752527
30,"Female","HNC/D or equiv","Yes","Yes","2009",27.3377781552573
62,"Male","Other school level","Yes","Yes","2009",37.0030365087211
62,"Female","Standard grade or equiv","Yes","No","2009",28.7434581433481
65,"Male","Higher grade or equiv","Yes","Yes","2009",27.9253856911743
46,"Female","HNC/D or equiv","Yes","Yes","2009",23.7379170945605
16,"Female","Standard grade or equiv","Yes","Yes","2009",19.1435855935817
61,"Female","No qualifications","Yes","Yes","2009",23.8785230133677
35,"Male","Degree or higher","Yes","Yes","2009",26.4827040295908
54,"Female","Standard grade or equiv","Yes","Yes","2009",41.8684703258261
26,"Male","Degree or higher","Yes","Yes","2009",28.6794185356762
57,"Male","Degree or higher","Yes","Yes","2009",29.380524321556
39,"Female","Degree or higher","Yes","Yes","2009",29.8260951551489
46,"Female","Standard grade or equiv","Yes","Yes","2009",22.2146014327084
25,"Male","Degree or higher","Yes","No","2009",26.3797178288574
54,"Male","HNC/D or equiv","Yes","Yes","2009",27.4747948233056
22,"Male","HNC/D or equiv","Yes","Yes","2009",25.5448333644392
26,"Female","Degree or higher","Yes","Yes","2009",21.8698067778576
25,"Female","Degree or higher","Yes","Yes","2009",20.9787720402392
51,"Female","Standard grade or equiv","Yes","Yes","2009",41.8578379252959
64,"Female","Degree or higher","Yes","Yes","2009",38.2764654418198
47,"Male","Higher grade or equiv","No","Yes","2009",24.454292770156
64,"Female","Other school level","Yes","Yes","2009",35.097729491732
57,"Male","Higher grade or equiv","Yes","No","2009",21.5847245336835
58,"Male","No qualifications","Yes","Yes","2009",27.8237240075614
57,"Female","Standard grade or equiv","Yes","Yes","2009",31.2092084964994
34,"Female","Degree or higher","Yes","Yes","2009",23.1723660258919
31,"Male","HNC/D or equiv","Yes","Yes","2009",25.3758498515752
16,"Male","Standard grade or equiv","Yes","Yes","2009",20.3888397929554
80,"Male","Higher grade or equiv","Yes","Yes","2009",30.1925252144406
51,"Female","Higher grade or equiv","Yes","Yes","2009",36.4968687659403
70,"Male","Degree or higher","Yes","Yes","2009",29.096124146962
63,"Female","Degree or higher","Yes","Yes","2009",30.4524615607244
32,"Female","HNC/D or equiv","Yes","Yes","2009",24.127247241011
33,"Male","Standard grade or equiv","Yes","Yes","2009",26.6651277144891
76,"Female","No qualifications","Yes","Yes","2009",25.1564487223956
49,"Female","Other school level","Yes","Yes","2009",28.4020709752036
19,"Female","HNC/D or equiv","No","No","2009",20.204921957292
40,"Male","Standard grade or equiv","Yes","No","2009",31.0067158942831
38,"Female","HNC/D or equiv","Yes","Yes","2009",24.786833234186
20,"Male","Higher grade or equiv","Yes","No","2009",20.6008191264807
16,"Male","Standard grade or equiv","Yes","No","2009",22.4340927828832
43,"Female","HNC/D or equiv","Yes","Yes","2009",29.51642126883
17,"Female","Higher grade or equiv","Yes","No","2009",20.0831418398525
53,"Female","Standard grade or equiv","Yes","Yes","2009",22.0734126984127
36,"Female","Higher grade or equiv","No","Yes","2009",30.175054590012
43,"Male","Higher grade or equiv","Yes","Yes","2009",27.2041360409251
43,"Female","Standard grade or equiv","Yes","No","2009",19.3328156631989
44,"Male","No qualifications","Yes","No","2009",33.9866893920948
48,"Male","No qualifications","Yes","Yes","2009",28.8311851834894
73,"Male","No qualifications","Yes","No","2009",20.1089907297553
44,"Male","Degree or higher","Yes","No","2009",29.4421487603306
78,"Female","Degree or higher","Yes","Yes","2009",30.5623357834201
78,"Male","Degree or higher","Yes","Yes","2009",29.104273192111
81,"Female","Degree or higher","Yes","Yes","2009",25.5101937190491
28,"Male","Degree or higher","Yes","Yes","2009",38.8395337289394
23,"Female","HNC/D or equiv","Yes","Yes","2009",23.3001531044318
31,"Female","HNC/D or equiv","Yes","Yes","2009",34.2996331522313
46,"Male","Standard grade or equiv","Yes","Yes","2009",22.4936296152409
61,"Male","Degree or higher","Yes","Yes","2009",27.5986501386615
59,"Female","Higher grade or equiv","Yes","Yes","2009",22.8210018419809
33,"Female","HNC/D or equiv","Yes","Yes","2009",22.7774571129426
62,"Male","Higher grade or equiv","No","Yes","2009",25.3603446123521
57,"Female","No qualifications","No","Yes","2009",22.179119581717
67,"Female","No qualifications","No","Yes","2009",39.7648921377301
69,"Male","Degree or higher","Yes","Yes","2009",28.8235294117647
67,"Female","Degree or higher","Yes","Yes","2009",25.7960121710276
50,"Female","Degree or higher","No","Yes","2009",23.0072864479817
65,"Female","Other school level","Yes","Yes","2009",26.3553835215137
50,"Male","HNC/D or equiv","Yes","Yes","2009",17.4253386595515
54,"Female","Degree or higher","Yes","Yes","2009",23.6236544865673
75,"Female","Other school level","Yes","Yes","2009",34.4302023511025
73,"Male","Degree or higher","Yes","Yes","2009",25.3324618233078
38,"Female","Degree or higher","Yes","Yes","2009",23.8326906489715
46,"Male","HNC/D or equiv","Yes","No","2009",30.0138834273608
71,"Male","No qualifications","No","Yes","2009",34.0257793908518
69,"Female","No qualifications","No","No","2009",19.1271567518131
38,"Male","HNC/D or equiv","Yes","No","2009",27.0352553505698
39,"Female","Higher grade or equiv","No","No","2009",28.7794689339091
68,"Female","Other school level","Yes","No","2009",25.4828945012401
41,"Female","No qualifications","Yes","Yes","2009",25.9180301098595
60,"Male","Degree or higher","Yes","Yes","2009",28.7816323845445
58,"Female","Higher grade or equiv","Yes","Yes","2009",23.9671629726801
41,"Male","Higher grade or equiv","Yes","Yes","2009",30.6372090026952
37,"Female","Higher grade or equiv","Yes","Yes","2009",35.3347950750548
40,"Female","Standard grade or equiv","Yes","Yes","2009",24.1503028432545
32,"Male","Standard grade or equiv","Yes","No","2009",25.9359581341457
58,"Male","Higher grade or equiv","Yes","Yes","2009",39.2993879195077
58,"Female","Higher grade or equiv","Yes","Yes","2009",25.7675034970183
23,"Female","Standard grade or equiv","Yes","Yes","2009",20.3856749311295
45,"Female","HNC/D or equiv","Yes","Yes","2009",27.9295679427696
59,"Female","Standard grade or equiv","Yes","Yes","2009",22.1639605761641
61,"Male","Standard grade or equiv","Yes","Yes","2009",32.2210984723939
18,"Male","Standard grade or equiv","Yes","Yes","2009",25.2486713588049
75,"Male","Standard grade or equiv","Yes","No","2009",33.2410583174641
62,"Female","Degree or higher","Yes","No","2009",32.0251628373268
81,"Male","Degree or higher","Yes","Yes","2009",24.449482093129
59,"Female","Standard grade or equiv","Yes","Yes","2009",21.7954580094498
45,"Female","Degree or higher","Yes","Yes","2009",42.4929937945037
43,"Male","Standard grade or equiv","Yes","Yes","2009",28.8593912463529
26,"Male","Standard grade or equiv","No","No","2009",31.1959103167894
66,"Male","Degree or higher","No","Yes","2009",31.4862729248935
62,"Female","Higher grade or equiv","No","Yes","2009",35.7478706885965
63,"Male","Standard grade or equiv","Yes","Yes","2009",30.8270770131497
41,"Male","Standard grade or equiv","No","No","2009",29.3451684353978
40,"Female","Degree or higher","Yes","Yes","2009",36.5671322995429
48,"Male","Degree or higher","Yes","Yes","2009",35.5555555555556
64,"Female","Higher grade or equiv","Yes","No","2009",34.3512289495669
59,"Male","No qualifications","Yes","Yes","2009",36.4110118726251
52,"Female","Other school level","Yes","Yes","2009",31.5028792954195
51,"Female","Higher grade or equiv","Yes","Yes","2009",40.0444444444444
42,"Male","Higher grade or equiv","Yes","Yes","2009",24.0590214402411
75,"Female","Other school level","No","Yes","2009",28.2576395265789
78,"Male","Other school level","No","Yes","2009",30.0488793057144
51,"Female","No qualifications","No","No","2009",27.2096078063427
49,"Female","Degree or higher","Yes","Yes","2009",20.6611570247934
50,"Male","Degree or higher","Yes","Yes","2009",18.5387472301114
72,"Female","No qualifications","Yes","Yes","2009",35.2888888888889
43,"Female","Standard grade or equiv","Yes","Yes","2009",30.3642290249433
36,"Female","Degree or higher","Yes","Yes","2009",36.72514884466
77,"Male","No qualifications","No","Yes","2009",31.2887874187365
26,"Male","Higher grade or equiv","Yes","No","2009",20.010099734882
21,"Female","Higher grade or equiv","Yes","Yes","2009",16.3398623099958
51,"Male","HNC/D or equiv","No","Yes","2009",26.5978972426106
83,"Female","No qualifications","Yes","Yes","2009",25.4876972845799
49,"Male","Standard grade or equiv","Yes","Yes","2009",25.3863530424182
44,"Female","Standard grade or equiv","Yes","No","2009",29.4683799445704
16,"Female","Standard grade or equiv","Yes","No","2009",21.3655832703452
71,"Male","Standard grade or equiv","Yes","Yes","2009",26.942812447452
68,"Female","Standard grade or equiv","Yes","Yes","2009",26.2643651089329
40,"Male","HNC/D or equiv","Yes","Yes","2009",26.9598403417247
37,"Female","Degree or higher","No","Yes","2009",18.4646232714532
45,"Male","Standard grade or equiv","Yes","Yes","2009",31.8656125682934
44,"Female","HNC/D or equiv","Yes","Yes","2009",30.2892145067396
50,"Male","Higher grade or equiv","No","No","2009",24.280333576771
39,"Female","No qualifications","No","No","2009",24.9091719641052
43,"Male","No qualifications","Yes","Yes","2009",34.1610091455376
48,"Female","Standard grade or equiv","Yes","Yes","2009",23.7409814683945
43,"Male","HNC/D or equiv","Yes","Yes","2009",30.9434088743542
43,"Female","HNC/D or equiv","Yes","Yes","2009",25.2793557461862
16,"Male","Standard grade or equiv","Yes","Yes","2009",21.5104776150819
26,"Male","Degree or higher","Yes","No","2009",25.2004251999016
22,"Female","HNC/D or equiv","Yes","Yes","2009",20.8246563931695
50,"Male","Degree or higher","Yes","Yes","2009",28.3124887996759
48,"Male","Higher grade or equiv","Yes","No","2009",37.8448069959683
27,"Female","HNC/D or equiv","Yes","Yes","2009",41.3547958361447
33,"Male","HNC/D or equiv","Yes","Yes","2009",24.877309632042
24,"Male","HNC/D or equiv","No","No","2009",26.0062824165388
68,"Male","No qualifications","Yes","No","2009",39.8765432098765
75,"Male","Standard grade or equiv","Yes","Yes","2009",25.4729205893932
43,"Male","Higher grade or equiv","Yes","Yes","2009",20.6734237167457
39,"Female","Higher grade or equiv","Yes","Yes","2009",21.1674464759099
26,"Male","Higher grade or equiv","Yes","Yes","2009",32.6895678995183
57,"Male","Other school level","Yes","No","2009",21.0969105104486
32,"Male","Degree or higher","Yes","Yes","2009",21.4560052017898
34,"Male","Degree or higher","Yes","No","2009",24.2032283166514
33,"Female","Degree or higher","Yes","No","2009",20.9544594540195
82,"Female","Degree or higher","Yes","Yes","2009",31.2381320529514
19,"Female","Higher grade or equiv","No","No","2009",20.1171875
70,"Female","Other school level","No","Yes","2009",22.4455189331572
59,"Male","Degree or higher","Yes","Yes","2009",21.1622839362874
34,"Female","Degree or higher","Yes","Yes","2009",29.6821154361977
62,"Male","No qualifications","Yes","Yes","2009",33.3516988062443
52,"Female","No qualifications","Yes","Yes","2009",26.1698317400603
52,"Male","No qualifications","Yes","Yes","2009",30.0766375141229
68,"Male","No qualifications","Yes","Yes","2009",31.4997361897094
72,"Female","No qualifications","Yes","Yes","2009",25.2808975991786
46,"Male","No qualifications","Yes","Yes","2009",27.1597237692136
48,"Female","No qualifications","Yes","Yes","2009",31.7467583550347
64,"Female","HNC/D or equiv","Yes","Yes","2009",38.7135534383579
41,"Male","No qualifications","Yes","No","2009",23.2578524470416
53,"Male","Degree or higher","Yes","No","2009",27.3221992869206
80,"Female","No qualifications","Yes","Yes","2009",26.6640525438682
64,"Male","No qualifications","Yes","Yes","2009",28.2270554363667
57,"Female","Standard grade or equiv","Yes","Yes","2009",20.8460665757952
42,"Female","Degree or higher","Yes","Yes","2009",35.8409477033824
34,"Male","Standard grade or equiv","Yes","Yes","2009",20.2622873345936
26,"Female","Higher grade or equiv","Yes","No","2009",23.5236891523897
71,"Female","Degree or higher","Yes","Yes","2009",35.6162922076125
35,"Male","HNC/D or equiv","Yes","No","2009",31.7826032066658
30,"Female","Degree or higher","Yes","Yes","2009",35.9348996856509
44,"Female","HNC/D or equiv","Yes","No","2009",39.3754373184829
42,"Male","Standard grade or equiv","Yes","No","2009",27.8671376223517
19,"Male","Standard grade or equiv","No","No","2009",22.3096299830882
46,"Male","Degree or higher","Yes","Yes","2009",30.2650851110656
27,"Female","Standard grade or equiv","Yes","Yes","2009",21.8593798949815
47,"Male","Standard grade or equiv","Yes","Yes","2009",30.1889995473065
42,"Female","Standard grade or equiv","Yes","No","2009",28.4837289577412
46,"Male","No qualifications","No","No","2009",25.1230905188739
40,"Female","Standard grade or equiv","Yes","No","2009",23.1245381711985
16,"Female","No qualifications","Yes","No","2009",22.9010522389777
67,"Male","Degree or higher","Yes","Yes","2009",35.3362659712925
64,"Female","No qualifications","Yes","Yes","2009",23.3376844270401
65,"Male","No qualifications","No","Yes","2009",26.641630278921
45,"Male","Standard grade or equiv","Yes","Yes","2009",33.6004190600359
86,"Female","Standard grade or equiv","No","Yes","2009",27.5898275335387
45,"Male","Higher grade or equiv","Yes","Yes","2009",23.4763481652949
60,"Female","Degree or higher","Yes","Yes","2009",25.8863469773543
59,"Female","No qualifications","Yes","Yes","2009",34.354949126151
66,"Female","No qualifications","Yes","No","2009",26.9425401460847
49,"Female","Degree or higher","Yes","Yes","2009",31.2845130019891
45,"Female","Degree or higher","Yes","Yes","2009",20.4390634476373
53,"Female","Standard grade or equiv","Yes","No","2009",30.272203429207
35,"Male","Higher grade or equiv","Yes","Yes","2009",29.0432098765432
63,"Female","Degree or higher","Yes","No","2009",20.8527729319648
45,"Male","HNC/D or equiv","No","No","2009",26.6504511808777
49,"Female","Degree or higher","Yes","Yes","2009",26.5730861292547
78,"Female","Higher grade or equiv","Yes","Yes","2009",28.1359044995409
37,"Female","Degree or higher","Yes","Yes","2009",43.8847947641011
50,"Female","Degree or higher","No","No","2009",28.6050230420462
64,"Male","No qualifications","Yes","No","2009",32.1705816273494
63,"Female","No qualifications","Yes","Yes","2009",25.3429056158882
30,"Female","Degree or higher","Yes","Yes","2009",21.4967351602228
31,"Male","Degree or higher","Yes","No","2009",26.5643409946248
34,"Female","Degree or higher","Yes","Yes","2009",18.913652870097
24,"Female","Degree or higher","Yes","Yes","2009",27.0107164203822
42,"Female","HNC/D or equiv","Yes","Yes","2009",22.5845792492886
40,"Male","Degree or higher","Yes","Yes","2009",27.1452788991712
58,"Female","Degree or higher","Yes","No","2009",30.2568884453624
62,"Male","Standard grade or equiv","No","No","2009",27.8963032019793
89,"Female","Degree or higher","Yes","Yes","2009",26.3923862607515
49,"Male","Degree or higher","Yes","Yes","2009",28.5420256088965
49,"Female","Degree or higher","Yes","Yes","2009",28.6536587242818
35,"Male","Higher grade or equiv","Yes","No","2009",34.6104860325648
48,"Male","Degree or higher","Yes","Yes","2008",30.0112338122941
27,"Female","Standard grade or equiv","Yes","No","2008",29.4571824591121
18,"Male","Other school level","No","No","2008",20.9961019454171
48,"Female","HNC/D or equiv","Yes","Yes","2008",26.9073849271182
61,"Male","HNC/D or equiv","Yes","Yes","2008",28.9284328522054
62,"Female","Degree or higher","Yes","Yes","2008",21.8949737760279
35,"Male","Degree or higher","Yes","Yes","2008",21.8736854756325
85,"Male","No qualifications","Yes","Yes","2008",25.1952632905014
27,"Female","Standard grade or equiv","Yes","Yes","2008",33.6319129316411
34,"Male","Other school level","Yes","Yes","2008",21.9040854718668
33,"Female","Degree or higher","Yes","Yes","2008",22.7392861911952
36,"Female","Degree or higher","Yes","Yes","2008",18.5167031554641
19,"Male","No qualifications","Yes","Yes","2008",27.7682957400168
61,"Female","No qualifications","Yes","No","2008",23.414487574339
27,"Female","Standard grade or equiv","No","Yes","2008",26.8453373004776
45,"Female","Standard grade or equiv","Yes","No","2008",24.7815382950518
42,"Female","Standard grade or equiv","No","No","2008",19.4674012855831
57,"Male","Degree or higher","No","Yes","2008",21.2983159641895
52,"Male","Degree or higher","Yes","Yes","2008",26.4321414840446
50,"Female","Degree or higher","Yes","Yes","2008",25.556099213369
73,"Female","Degree or higher","Yes","Yes","2008",31.7553263366515
41,"Male","HNC/D or equiv","Yes","Yes","2008",27.5047260236614
27,"Female","Degree or higher","Yes","Yes","2008",26.9313634964604
55,"Female","Higher grade or equiv","Yes","No","2008",36.3633004129674
56,"Male","Other school level","Yes","Yes","2008",36.7729895683732
20,"Male","Higher grade or equiv","Yes","Yes","2008",30.8024691358025
69,"Female","Degree or higher","Yes","Yes","2008",42.4794954742999
71,"Male","Other school level","No","Yes","2008",28.3428571428571
55,"Male","HNC/D or equiv","Yes","Yes","2008",24.9023314429742
46,"Female","No qualifications","Yes","No","2008",47.8689312610159
40,"Female","Standard grade or equiv","Yes","Yes","2008",23.0859375
17,"Female","Standard grade or equiv","Yes","Yes","2008",20.6686543093295
73,"Female","Other school level","No","No","2008",28.6246446426821
78,"Male","Higher grade or equiv","Yes","No","2008",27.9708636836629
74,"Female","No qualifications","Yes","Yes","2008",24.4452355523911
30,"Male","Degree or higher","Yes","No","2008",29.3645990722508
25,"Male","HNC/D or equiv","Yes","No","2008",34.9552136325333
23,"Female","Higher grade or equiv","Yes","No","2008",20.0166273088197
22,"Female","Higher grade or equiv","Yes","Yes","2008",29.5393605265525
21,"Female","Higher grade or equiv","Yes","Yes","2008",20.3729868850729
77,"Female","No qualifications","Yes","Yes","2008",29.1995198700487
32,"Male","Degree or higher","Yes","Yes","2008",26.9457705240661
23,"Male","Higher grade or equiv","Yes","No","2008",17.8007827294534
23,"Male","Degree or higher","Yes","Yes","2008",32.7559412159374
23,"Male","Degree or higher","Yes","No","2008",24.3663964742168
68,"Female","No qualifications","Yes","No","2008",30.2070863587036
28,"Male","Degree or higher","Yes","No","2008",22.7186319162638
24,"Female","Degree or higher","Yes","Yes","2008",18.5389366456233
46,"Female","No qualifications","Yes","Yes","2008",25.5200299376603
29,"Male","Degree or higher","Yes","No","2008",23.3365535563338
25,"Female","Degree or higher","Yes","Yes","2008",20.5089568101606
61,"Female","Other school level","No","Yes","2008",43.3896563445233
